"","user_id","nickname","codi_postal","genere","rang_edat","nivell_estudis","prfinal0","prfinal1","prfinal2","prfinal3","prfinal4","prfinal5","prfinal6","prfinal7","prfinal8","prfinal9","prfinal10","prfinal11","prfinal12","prfinal13","data_creacio","data_finalitzacio","acabat","data_registre","diners_inicials","diners_actuals","check_1","check_2","check_3","partida_id","is_robot","num_jugador","prfinal14","prfinal15","guany_final","num_seleccions","sorteig"
"107",160,"De paso",8012,"d",36,"r6",NA,"r1","r1","r2","r3","r3","r2","r1","r2","r3","r2","r3","r3","r2","2015-12-12 17:43:06.835521","2015-12-12 17:58:08.567803",1,"2015-12-12 17:47:20.413477",40,11,"true","false","false",27,0,4,"r1","r2",11,10,1
"108",161,"Uchiru",8027,"d",28,"r5",NA,"r3","r1","r1","r3","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-12 17:43:10.494259","2015-12-12 18:03:00.250766",1,"2015-12-12 17:47:20.812770",40,22,"true","false","false",27,0,5,"r3","r2",22,10,1
"109",162,"Electro menta",8922,"d",27,"r6",NA,"r1","r1","r2","r2","r2","r2","r1","r2","r3","r2","r3","r3","r2","2015-12-12 17:46:10.845397","2015-12-12 17:55:40.064903",1,"2015-12-12 17:48:48.239038",40,21,"true","false","false",27,0,2,"r1","r3",21,10,1
"110",163,"Barbacoa",8924,"h",27,"r5",NA,"r1","r1","r2","r3","r3","r1","r2","r3","r2","r2","r3","r3","r2","2015-12-12 17:46:38.572184","2015-12-12 17:58:56.427623",1,"2015-12-12 17:49:38.153936",40,18,"true","false","true",27,0,3,"r3","r4",18,10,1
"115",176,"Dar san",8830,"d",28,"r4",NA,"r1","r1","r4","r3","r3","r2","r2","r1","r1","r2","r4","r1","r4","2015-12-13 09:56:27.773589","2015-12-13 10:12:03.787985",1,"2015-12-13 10:00:44.863328",40,10,"true","true","false",30,0,2,"r1","r3",10,10,1
"116",177,"Xavi159",8830,"h",25,"r6",NA,"r1","r1","r1","r2","r2","r3","r2","r2","r2","r2","r3","r3","r2","2015-12-13 09:57:17.742692","2015-12-13 10:12:24.032823",1,"2015-12-13 10:00:58.941018",40,26,"true","false","true",30,0,6,"r1","r4",26,10,1
"117",178,"Nllao",8913,"d",42,"r6",NA,"r1","r1","r2","r3","r3","r1","r2","r2","r1","r2","r3","r3","r2","2015-12-13 09:59:04.467265","2015-12-13 10:13:03.649403",1,"2015-12-13 10:01:04.185028",40,18,"true","false","false",30,0,4,"r1","r4",18,10,1
"118",179,"Pastoral",8031,"h",25,"r6",NA,"","","","","","","","","","","","","","2015-12-13 09:59:54.486248","",0,"2015-12-13 10:04:53.727671",40,18,"true","false","false",30,0,1,"","",18,10,1
"119",181,"Mr.Houdini",8011,"h",20,"r5",NA,"r1","r1","r2","r3","r3","r1","r1","r3","r1","r2","r3","r3","r2","2015-12-13 10:02:52.947268","2015-12-13 10:13:20.169746",1,"2015-12-13 10:05:38.803009",40,20,"true","false","false",30,0,5,"r1","r3",20,10,1
"120",182,"MaxArise",8020,"h",41,"r5",NA,"r1","r2","r2","r2","r2","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-13 10:03:11.204980","2015-12-13 10:13:58.887959",1,"2015-12-13 10:05:43.149955",40,16,"true","false","true",30,0,3,"r1","r4",16,10,1
"122",185,"S.alarcón",8024,"d",12,"r3",NA,"r1","r1","r1","r3","r3","r3","r3","r1","r1","r2","r3","r3","r2","2015-12-13 10:16:39.277269","2015-12-13 10:39:04.941764",1,"2015-12-13 10:21:02.314831",40,28,"true","true","true",32,0,4,"r2","r3",28,10,1
"124",189,"Silvia",8924,"d",20,"r6",NA,"r1","r1","r2","r2","r3","r1","r1","r1","r2","r2","r3","r2","r2","2015-12-13 10:21:49.042457","2015-12-13 10:38:00.467621",1,"2015-12-13 10:25:16.035973",40,8,"true","true","true",32,0,6,"r3","r3",8,10,1
"125",190,"NereaGB",8028,"d",22,"r4",NA,"r1","r1","r2","r3","r3","r1","r1","r3","r1","r2","r3","r3","r2","2015-12-13 10:22:48.684792","2015-12-13 10:36:59.540762",1,"2015-12-13 10:24:36.028207",40,18,"true","false","false",32,0,3,"r1","r3",18,10,1
"126",191,"AgnesS",8292,"d",21,"r4",NA,"r1","r3","r1","r3","r3","r1","r1","r3","r1","r2","r3","r3","r2","2015-12-13 10:23:15.603073","2015-12-13 10:38:16.894685",1,"2015-12-13 10:25:21.886147",40,16,"true","false","true",32,0,1,"r1","r2",16,10,1
"127",192,"Maria",8110,"d",72,"r4",NA,"r1","r2","r2","r2","r2","r3","r3","r2","r2","r2","r3","r3","r2","2015-12-13 10:24:24.759780","2015-12-13 10:38:36.832218",1,"2015-12-13 10:29:02.030379",40,20,"true","false","false",32,0,2,"r4","r3",20,10,1
"128",193,"Manejar",8110,"h",73,"r5",NA,"r1","r1","r2","r3","r3","r3","r1","r1","r3","r2","r3","r3","r2","2015-12-13 10:25:44.022404","2015-12-13 10:40:41.409594",1,"2015-12-13 10:29:46.110353",40,18,"true","false","false",32,0,5,"r3","r2",18,10,1
"130",197,"Mo",17811,"d",54,"r6",NA,"r3","r1","r1","r3","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-13 10:35:12.004600","2015-12-13 10:55:28.251918",1,"2015-12-13 10:41:44.185180",40,22,"true","false","false",34,0,6,"r3","r3",22,10,1
"131",198,"Jerónimo",17811,"h",70,"r5",NA,"r3","r1","r2","r3","r3","r3","r2","r1","r1","r2","r3","r3","r2","2015-12-13 10:35:17.453108","2015-12-13 10:55:09.882652",1,"2015-12-13 10:41:51.628238",40,18,"true","false","false",34,0,3,"r1","r1",18,10,1
"133",201,"Carme",8003,"h",67,"r5",NA,"r3","r1","r2","r4","r4","r1","r1","r1","r1","r2","r3","r3","r4","2015-12-13 10:37:24.049169","2015-12-13 10:57:34.615608",1,"2015-12-13 10:42:19.403538",40,12,"true","false","false",34,0,5,"r1","r1",12,10,1
"134",202,"Carlos SK.Pistas",8204,"h",24,"r5",NA,"r1","r2","r2","r3","r3","r1","r1","r1","r2","r2","r3","r4","r2","2015-12-13 10:37:25.723551","2015-12-13 10:54:14.110950",1,"2015-12-13 10:40:20.189699",40,22,"true","false","true",34,0,1,"r2","r3",22,10,1
"135",204,"Cala",8027,"d",54,"r6",NA,"r1","r1","r2","r2","r2","r2","r3","r1","r2","r1","r4","r3","r2","2015-12-13 10:43:56.735101","2015-12-13 10:57:36.475019",1,"2015-12-13 10:46:35.985078",40,24,"true","false","false",34,0,2,"r2","r1",24,10,1
"136",205,"Boca",8027,"h",13,"r2",NA,"r3","r1","r1","r2","r3","r1","r1","r1","r1","r1","r3","r3","r1","2015-12-13 10:43:57.332855","2015-12-13 10:56:49.491776",1,"2015-12-13 10:46:28.352252",40,12,"true","false","false",34,0,4,"r1","r4",12,10,1
"138",210,"Arajaco",8016,"d",13,"r3",NA,"r1","r1","r2","r3","r3","r3","r2","r3","r3","r1","r4","r3","r2","2015-12-13 10:54:58.940839","2015-12-13 11:18:52.479525",1,"2015-12-13 11:00:14.893391",40,18,"true","false","false",36,0,5,"r2","r2",18,10,1
"139",211,"Narcigutri",8016,"d",12,"r2",NA,"r1","r1","r2","r3","r1","r1","r2","r3","r1","r2","r4","r2","r1","2015-12-13 10:55:02.552767","2015-12-13 11:19:01.146721",1,"2015-12-13 11:00:14.753566",40,18,"true","false","false",36,0,1,"r3","r2",18,10,1
"141",214,"Anais",8004,"d",24,"r7",NA,"r1","r1","r2","r1","r3","r3","r1","r2","r2","r2","r3","r3","r2","2015-12-13 10:59:44.631569","2015-12-13 11:20:11.839902",1,"2015-12-13 11:03:03.206730",40,24,"true","false","false",36,0,6,"r1","r2",24,10,1
"142",215,"Lokim",8018,"h",16,"r3",NA,"r1","r1","r1","r3","r3","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-13 10:59:45.122195","2015-12-13 11:20:09.290089",1,"2015-12-13 11:03:05.268359",40,20,"true","false","true",36,0,4,"r1","r2",20,10,1
"143",216,"Festival",8640,"h",29,"r6",NA,"r1","r2","r2","r2","r1","r1","r2","r1","r1","r2","r3","r1","r2","2015-12-13 11:07:11.677372","2015-12-13 11:18:32.067003",1,"2015-12-13 11:09:42.022667",40,12,"true","false","false",36,0,3,"r2","r3",12,10,1
"144",217,"Dhala ",8640,"h",29,"r6",NA,"r1","r1","r2","r3","r1","r1","r1","r3","r2","r2","r4","r1","r3","2015-12-13 11:07:20.295706","2015-12-13 11:18:40.246286",1,"2015-12-13 11:09:57.237923",40,22,"true","false","false",36,0,2,"r3","r2",22,10,1
"147",223,"Jordi",8030,"h",53,"r5",NA,"r1","r2","r2","r2","r3","r3","r1","r1","r2","r2","r3","r3","r2","2015-12-13 11:13:14.145616","2015-12-13 11:41:12.282161",1,"2015-12-13 11:18:29.663268",40,18,"true","false","false",38,0,3,"r2","r2",18,10,1
"148",225,"Trukatila ",8197,"h",12,"r2",NA,"r2","r2","r2","r2","r2","r1","r1","r2","r3","r2","r3","r1","r2","2015-12-13 11:18:53.780622","2015-12-13 11:41:46.774738",1,"2015-12-13 11:21:58.773235",40,6,"true","false","true",38,0,6,"r2","r4",6,10,1
"149",226,"Oucosmic",8197,"h",40,"r4",NA,"r3","r2","r1","r2","r2","r1","r1","r1","r3","r2","r3","r3","r2","2015-12-13 11:19:13.022369","2015-12-13 11:41:15.867742",1,"2015-12-13 11:22:02.058781",40,30,"true","false","true",38,0,1,"r1","r2",30,10,1
"150",227,"Locorez ",8018,"h",29,"r6",NA,"r1","r2","r1","r3","r3","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-13 11:28:54.199963","2015-12-13 11:41:54.710926",1,"2015-12-13 11:32:35.881488",40,24,"true","false","false",38,0,2,"r1","r3",24,10,1
"151",229,"MeteoCod",43205,"h",35,"r6",NA,"r1","r2","r1","r2","r2","r1","r1","r2","r1","r2","r1","r3","r2","2015-12-13 11:29:24.831534","2015-12-13 11:43:04.597316",1,"2015-12-13 11:32:39.939039",40,22,"true","true","true",38,0,4,"r1","r4",22,10,1
"152",231,"Peyote can",8016,"h",46,"r5",NA,"","","","","","","","","","","","","","2015-12-13 11:30:25.499355","",0,"2015-12-13 11:31:52.625861",40,13,"true","true","true",38,0,5,"","",0,7,1
"154",234,"Nube",8970,"d",40,"r4",NA,"r1","r2","r2","r2","r2","r2","r2","r2","r2","r2","r3","r3","r1","2015-12-13 11:36:31.424739","2015-12-13 11:56:14.274428",1,"2015-12-13 11:41:30.118422",40,24,"true","false","false",40,0,1,"r3","r3",24,10,1
"155",235,"Bonebreaker",8031,"h",11,"r1",NA,"r3","r2","r2","r2","r2","r3","r3","r1","r3","r2","r1","r3","r1","2015-12-13 11:36:40.908194","2015-12-13 11:54:40.103116",1,"2015-12-13 11:40:52.590983",40,18,"true","false","true",40,0,3,"r2","r2",18,10,1
"157",238,"Xavier",8970,"h",43,"r6",NA,"r1","r1","r1","r3","r3","r2","r1","r2","r1","r2","r1","r3","r2","2015-12-13 11:37:19.035213","2015-12-13 11:57:45.906525",1,"2015-12-13 11:41:07.624792",40,22,"true","false","false",40,0,2,"r1","r4",22,10,1
"158",239,"Mar",8202,"d",41,"r6",NA,"r1","r2","r1","r2","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-13 11:37:51.028323","2015-12-13 11:56:13.141827",1,"2015-12-13 11:44:25.610545",40,12,"true","false","false",40,0,4,"r1","r3",12,10,1
"159",240,"Mister potato 2",8016,"h",11,"r2",NA,"r1","r1","r2","r3","r3","r3","r2","r1","r2","r4","r3","r3","r4","2015-12-13 11:44:32.550777","2015-12-13 11:55:56.830238",1,"2015-12-13 11:44:52.773382",40,8,"true","false","false",40,0,5,"r2","r1",8,10,1
"160",241,"zozobra",8004,"h",24,"r6",NA,"r1","r1","r4","r2","r2","r1","r1","r2","r3","r2","r1","r3","r2","2015-12-13 11:47:47.926583","2015-12-13 11:52:53.654127",1,"2015-12-13 11:47:52.598911",40,24,"true","false","false",40,1,6,"r1","r4",24,10,1
"163",248,"Juanmi",8030,"h",37,"r6",NA,"r3","r1","r4","r2","r2","r1","r2","r1","r2","r2","r3","r3","r2","2015-12-13 11:57:33.286449","2015-12-13 12:12:47.758017",1,"2015-12-13 12:00:58.718654",40,28,"true","false","false",42,0,5,"r1","r3",28,10,1
"164",249,"39clues",8005,"h",12,"r2",NA,"r1","r1","r4","r1","r3","r1","r3","r3","r2","r2","r4","r3","r1","2015-12-13 11:57:53.344732","2015-12-13 12:13:15.707183",1,"2015-12-13 12:02:12.583154",40,8,"true","false","false",42,0,1,"r4","r4",8,10,1
"165",250,"Pere Gallerí",8005,"h",47,"r6",NA,"r1","r1","r1","r3","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-13 11:57:57.117325","2015-12-13 12:11:46.126844",1,"2015-12-13 12:02:13.223198",40,24,"true","false","false",42,0,3,"r1","r2",24,10,1
"166",251,"Smiling sauseges",8005,"h",12,"r2",NA,"r1","r1","r3","r2","r1","r1","r2","r1","r1","r2","r4","r4","r1","2015-12-13 11:58:08.529221","2015-12-13 12:15:02.367938",1,"2015-12-13 12:02:18.279099",40,10,"true","false","false",42,0,2,"r3","r4",10,10,1
"167",253,"Dude",8600,"d",12,"r2",NA,"r1","r1","r1","r1","r1","r3","r1","r3","r2","r2","r3","r3","r2","2015-12-13 12:00:26.080363","2015-12-13 12:11:33.610863",1,"2015-12-13 12:02:59.825099",40,22,"true","false","false",42,0,6,"r2","r3",22,10,1
"169",255,"Pico",8600,"h",12,"r2",NA,"r1","r1","r2","r4","r1","r1","r1","r1","r1","r2","r3","r3","r3","2015-12-13 12:00:51.148932","2015-12-13 12:12:52.972145",1,"2015-12-13 12:03:34.388682",40,20,"true","false","false",42,0,4,"r3","r3",20,10,1
"171",260,"Nullius in Verba",8030,"h",45,"r6",NA,"r1","r3","r2","r4","r4","r1","r1","r1","r2","r2","r1","r3","r2","2015-12-13 12:14:46.376676","2015-12-13 12:40:10.275198",1,"2015-12-13 12:18:16.073937",40,20,"true","false","false",44,0,2,"r2","r4",20,10,1
"172",261,"Gfernande13",8030,"h",13,"r2",NA,"r1","r2","r2","r4","r3","r1","r3","r3","r3","r2","r3","r3","r2","2015-12-13 12:15:22.757799","2015-12-13 12:40:31.867578",1,"2015-12-13 12:18:31.259912",40,18,"true","false","false",44,0,3,"r2","r4",18,10,1
"173",262,"òriCar",8030,"d",40,"r3",NA,"r1","r1","r1","r1","r1","r1","r1","r2","r2","r2","r3","r3","r2","2015-12-13 12:18:29.350251","2015-12-13 12:40:39.317281",1,"2015-12-13 12:20:37.718847",40,22,"true","false","false",44,0,6,"r1","r3",22,10,1
"174",263,"Negrea",8030,"d",12,"r2",NA,"r2","r1","r1","r3","r3","r2","r3","r1","r1","r1","r1","r3","r2","2015-12-13 12:18:39.376107","2015-12-13 12:42:35.498845",1,"2015-12-13 12:20:23.912082",40,20,"true","false","false",44,0,1,"r1","r4",20,10,1
"175",264,"Jhontc",8030,"h",52,"r4",NA,"r1","r2","r2","r2","r2","r1","r2","r2","r1","r2","r1","r3","r2","2015-12-13 12:27:30.019210","2015-12-13 12:44:40.995061",1,"2015-12-13 12:30:55.643127",40,16,"true","false","false",44,0,4,"r3","r2",16,10,1
"177",266,"Eliminar",50194,"h",45,"r6",NA,"r2","r2","r1","r4","r4","r3","r3","r3","r3","r2","r3","r3","r2","2015-12-13 12:32:03.516881","2015-12-13 12:38:37.487078",1,"2015-12-13 12:32:20.462341",40,20,"true","false","false",44,1,5,"r3","r4",20,10,1
"179",272,"Xiang",8030,"h",47,"r2",NA,"r1","r3","r1","r1","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-13 12:37:44.540312","2015-12-13 12:53:47.619439",1,"2015-12-13 12:40:50.637490",40,10,"true","true","true",46,0,4,"r2","r3",10,10,1
"180",273,"Cry",8030,"h",39,"r5",NA,"r1","r2","r4","r4","r1","r3","r1","r1","r3","r2","r1","r3","r2","2015-12-13 12:38:37.952895","2015-12-13 12:54:21.230615",1,"2015-12-13 12:41:23.352993",40,14,"true","true","true",46,0,1,"r2","r1",14,10,1
"181",274,"Anti",8041,"d",47,"r6",NA,"r1","r1","r3","r2","r2","r3","r2","r1","r3","r2","r1","r3","r2","2015-12-13 12:39:56.240208","2015-12-13 12:53:01.581171",1,"2015-12-13 12:43:40.126913",40,8,"true","true","true",46,0,6,"r1","r2",8,10,1
"182",275,"Pablinho301",8041,"h",14,"r2",NA,"r3","r1","r2","r3","r2","r1","r1","r1","r1","r2","r3","r3","r1","2015-12-13 12:39:57.222927","2015-12-13 12:53:04.103580",1,"2015-12-13 12:43:04.297776",40,26,"true","true","true",46,0,2,"r2","r2",26,10,1
"183",276,"Tarragona1",8030,"h",35,"r6",NA,"r3","r1","r2","r2","r2","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-13 12:40:50.025553","2015-12-13 12:52:45.466524",1,"2015-12-13 12:45:27.013961",40,26,"true","false","false",46,0,5,"r3","r2",26,10,1
"184",277,"Tarragona2",8030,"d",35,"r6",NA,"r3","r1","r2","r3","r3","r1","r2","r1","r2","r2","r3","r3","r2","2015-12-13 12:40:59.867766","2015-12-13 12:54:13.109181",1,"2015-12-13 12:45:21.934755",40,30,"true","false","false",46,0,3,"r1","r3",30,10,1
"185",278,"Tarragona3",8037,"d",33,"r6",NA,"r3","r1","r4","r2","r2","r1","r1","r1","r3","r2","r1","r3","r3","2015-12-13 12:41:02.667339","2015-12-13 13:04:36.479655",1,"2015-12-13 12:50:02.768538",40,18,"true","false","false",47,0,4,"r1","r2",18,10,1
"186",279,"Tgn4",43002,"h",36,"r6",NA,"r3","r1","r2","r3","r1","r1","r1","r1","r2","r2","r3","r3","r2","2015-12-13 12:41:15.481337","2015-12-13 13:04:26.321804",1,"2015-12-13 12:49:57.720269",40,20,"true","false","false",47,0,3,"r4","r1",20,10,1
"187",280,"ArnauPapa",8030,"h",39,"r5",NA,"r1","r2","r1","r3","r3","r2","r2","r1","r2","r2","r1","r3","r2","2015-12-13 12:47:21.268332","2015-12-13 13:03:54.884265",1,"2015-12-13 12:48:29.704718",40,18,"true","false","false",47,0,5,"r1","r1",18,10,1
"188",281,"Alberthr",8041,"h",41,"r6",NA,"r1","r1","r2","r1","r1","r2","r2","r1","r1","r2","r3","r3","r2","2015-12-13 12:50:49.619419","2015-12-13 13:03:11.169911",1,"2015-12-13 12:52:52.850067",40,24,"true","false","false",47,0,1,"r2","r3",24,10,1
"189",282,"Yugular",8030,"h",50,"r5",NA,"r1","r2","r2","r3","r4","r3","r1","r1","r1","r2","r1","r3","r2","2015-12-13 12:52:03.640699","2015-12-13 13:04:03.274423",1,"2015-12-13 12:54:34.811876",40,10,"true","false","false",47,0,2,"r1","r3",10,10,1
"190",283,"Mana",8030,"d",60,"r6",NA,"r1","r2","r2","r3","r3","r3","r1","r1","r1","r2","r3","r3","r2","2015-12-13 12:52:13.603438","2015-12-13 13:05:31.488327",1,"2015-12-13 12:55:00.576828",40,20,"true","false","false",47,0,6,"r1","r4",20,10,1
"191",284,"Palo",8504,"d",30,"r6",NA,"r1","r1","r2","r1","r2","r3","r1","r2","r1","r2","r4","r3","r3","2015-12-13 13:00:25.746198","2015-12-13 13:15:12.415120",1,"2015-12-13 13:02:55.057618",40,22,"true","false","false",48,0,1,"r3","r3",22,10,1
"192",285,"Piluxi",28924,"d",30,"r6",NA,"r1","r1","r2","r2","r3","r1","r1","r1","r1","r2","r1","r3","r2","2015-12-13 13:00:41.168163","2015-12-13 13:16:27.140478",1,"2015-12-13 13:02:45.918400",40,20,"true","true","true",48,0,4,"r1","r3",20,10,1
"193",286,"Sufrí cata",8560,"d",30,"r6",NA,"r1","r2","r2","r3","r2","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-13 13:00:53.608189","2015-12-13 13:15:02.699264",1,"2015-12-13 13:02:31.440676",40,18,"true","false","false",48,0,5,"r1","r2",18,10,1
"194",287,"Gsus ",28924,"h",31,"r6",NA,"r1","r2","r2","r4","r4","r1","r1","r3","r1","r2","r3","r3","r2","2015-12-13 13:00:56.766451","2015-12-13 13:14:37.437490",1,"2015-12-13 13:02:43.095402",40,18,"true","false","true",48,0,3,"r2","r4",18,10,1
"195",288,"Rain",8012,"h",30,"r6",NA,"r1","r2","r1","r2","r3","r1","r1","r1","r3","r2","r3","r3","r2","2015-12-13 13:03:59.056129","2015-12-13 13:18:31.649661",1,"2015-12-13 13:07:42.416469",40,26,"true","false","false",48,0,2,"r1","r2",26,10,1
"197",290,"Tactile I",5000,"d",60,"r6",NA,"r1","r2","r1","r3","r3","r1","r1","r1","r1","r4","r3","r3","r2","2015-12-13 13:05:19.936005","2015-12-13 13:18:54.247836",1,"2015-12-13 13:06:51.764545",40,12,"true","false","false",48,0,6,"r1","r1",12,10,1
"198",295,"Carlosccg97",8840,"h",18,"r4",NA,"r1","r2","r2","r3","r3","r2","r1","r2","r2","r2","r3","r3","r2","2015-12-13 13:10:59.418183","2015-12-13 13:25:17.321041",1,"2015-12-13 13:14:24.951940",40,20,"true","false","false",50,0,2,"r1","r4",20,10,1
"200",297,"Sigma",8030,"h",20,"r6",NA,"r1","r3","r1","r3","r3","r2","r1","r1","r3","r2","r3","r3","r2","2015-12-13 13:11:33.551797","2015-12-13 13:23:56.660070",1,"2015-12-13 13:14:49.966330",40,14,"true","false","true",50,0,6,"r1","r3",14,10,1
"201",298,"Luna",8320,"d",38,"r6",NA,"r1","r2","r1","r2","r3","r1","r1","r3","r2","r2","r3","r4","r3","2015-12-13 13:12:07.491045","2015-12-13 13:25:45.852344",1,"2015-12-13 13:14:30.970838",40,10,"true","false","true",50,0,4,"r2","r2",10,10,1
"202",299,"Cè",8032,"d",52,"r6",NA,"r1","r2","r2","r3","r3","r2","r1","r1","r3","r2","r3","r3","r2","2015-12-13 13:12:29.525632","2015-12-13 13:25:33.326885",1,"2015-12-13 13:16:05.220305",40,24,"true","false","false",50,0,1,"r2","r2",24,10,1
"203",300,"Nina",8907,"d",38,"r5",NA,"r1","r3","r2","r3","r3","r1","r1","r1","r1","r2","r1","r3","r2","2015-12-13 13:14:19.501315","2015-12-13 13:30:43.928095",1,"2015-12-13 13:17:10.933190",40,16,"true","false","false",50,0,5,"r3","r3",16,10,1
"204",301,"Marc",8025,"h",40,"r6",NA,"r2","r2","r1","r1","r3","r1","r1","r2","r1","r2","r3","r1","r2","2015-12-13 13:14:35.764870","2015-12-13 13:24:34.682479",1,"2015-12-13 13:16:16.515222",40,22,"true","true","true",50,0,3,"r2","r3",22,10,1
"211",320,"Rahman",7199,"h",21,"r4",NA,"r1","r1","r2","r2","r2","r1","r1","r1","r3","r2","r4","r3","r2","2015-12-13 15:28:34.250310","2015-12-13 15:39:55.146690",1,"2015-12-13 15:30:44.755789",40,20,"true","false","false",54,0,1,"r1","r4",20,10,1
"212",321,"Aterrices",8035,"h",29,"r6",NA,"r1","r2","r2","r2","r3","r1","r1","r3","r2","r2","r3","r3","r2","2015-12-13 15:28:38.687660","2015-12-13 15:40:44.402219",1,"2015-12-13 15:30:07.050156",40,17,"true","false","false",54,0,3,"r1","r3",17,10,1
"213",322,"BelAmi",8770,"h",36,"r6",NA,"r3","r1","r2","r2","r2","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-13 15:28:43.612952","2015-12-13 15:39:49.037347",1,"2015-12-13 15:30:00.702761",40,25,"true","false","false",54,0,5,"r1","r2",25,10,1
"214",323,"Roi",8027,"h",27,"r6",NA,"r3","r1","r4","r3","r3","r1","r2","r2","r3","r2","r3","r3","r2","2015-12-13 15:29:02.479669","2015-12-13 15:40:41.859631",1,"2015-12-13 15:30:34.928031",40,22,"true","false","false",54,0,4,"r2","r4",22,10,1
"215",324,"Orel",8003,"h",38,"r6",NA,"r1","r1","r4","r3","r3","r3","r2","r2","r2","r2","r1","r3","r2","2015-12-13 15:29:56.038136","2015-12-13 15:41:10.758990",1,"2015-12-13 15:32:00.495583",40,17,"true","false","false",54,0,6,"r1","r4",17,10,1
"216",325,"Asia",8042,"d",32,"r3",NA,"r1","r2","r1","r2","r2","r2","r2","r2","r3","r2","r3","r3","r2","2015-12-13 15:30:20.238275","2015-12-13 15:41:20.525038",1,"2015-12-13 15:32:37.397784",40,18,"true","false","false",54,0,2,"r4","r2",18,10,1
